,Ingredient 1,Ingredient 2,Ingredient 3,Effects
24843,Glow Dust 0003ad73,Imp Stool 0004da23,Nightshade 0002f44c,"Damage Health, Damage Magicka Regen, Fortify Destruction"
24844,Glow Dust 0003ad73,Imp Stool 0004da23,Swamp Fungal Pod 0007e8b7,"Paralysis, Restore Health, Resist Shock"
24845,Glow Dust 0003ad73,Juniper Berries 0005076e,Luna Moth Wing 000727df,"Regenerate Health, Damage Magicka"
24846,Glow Dust 0003ad73,Juniper Berries 0005076e,Namira's Rot 0004da24,"Regenerate Health, Damage Magicka"
24847,Glow Dust 0003ad73,Juniper Berries 0005076e,Nordic Barnacle 0007edf5,"Regenerate Health, Damage Magicka"
24848,Glow Dust 0003ad73,Juniper Berries 0005076e,Spider Egg 0009151b,"Damage Magicka Regen, Fortify Marksman"
24849,Glow Dust 0003ad73,Large Antlers 0006bc0a,Pearl 000854fe,"Restore Stamina, Resist Shock"
24850,Glow Dust 0003ad73,Large Antlers 0006bc0a,Pine Thrush Egg 00023d6f,"Restore Stamina, Resist Shock"
24851,Glow Dust 0003ad73,Large Antlers 0006bc0a,Trama RootDB xx017008,"Damage Magicka, Slow"
24852,Glow Dust 0003ad73,Large Antlers 0006bc0a,Wisp Wrappings 0006bc0e,"Restore Stamina, Fortify Destruction"
24853,Glow Dust 0003ad73,Lavender 00045c28,Wisp Wrappings 0006bc0e,"Fortify Destruction, Resist Magic"
24854,Glow Dust 0003ad73,Luna Moth Wing 000727df,,Damage Magicka
24855,Glow Dust 0003ad73,Luna Moth Wing 000727df,Nightshade 0002f44c,"Damage Magicka Regen, Fortify Destruction, Damage Magicka"
24856,Glow Dust 0003ad73,Luna Moth Wing 000727df,Nirnroot 00059b86,"Invisibility, Damage Magicka"
24857,Glow Dust 0003ad73,Luna Moth Wing 000727df,Pearl 000854fe,"Resist Shock, Damage Magicka"
24858,Glow Dust 0003ad73,Luna Moth Wing 000727df,Pine Thrush Egg 00023d6f,"Resist Shock, Damage Magicka"
24859,Glow Dust 0003ad73,Luna Moth Wing 000727df,Skeever Tail 0003ad6f,"Fortify Light Armor, Damage Magicka"
24860,Glow Dust 0003ad73,Luna Moth Wing 000727df,Snowberries 0001b3bd,"Resist Shock, Damage Magicka"
24861,Glow Dust 0003ad73,Luna Moth Wing 000727df,Spider Egg 0009151b,"Damage Magicka Regen, Damage Magicka"
24862,Glow Dust 0003ad73,Luna Moth Wing 000727df,Spriggan Sap 00063b5f,"Damage Magicka Regen, Damage Magicka"
24863,Glow Dust 0003ad73,Luna Moth Wing 000727df,Swamp Fungal Pod 0007e8b7,"Resist Shock, Damage Magicka"
24864,Glow Dust 0003ad73,Luna Moth Wing 000727df,Vampire Dust 0003ad76,"Regenerate Health, Invisibility, Damage Magicka"
24865,Glow Dust 0003ad73,Luna Moth Wing 000727df,Wisp Wrappings 0006bc0e,"Fortify Destruction, Damage Magicka"
24866,Glow Dust 0003ad73,Moon Sugar 000d8e3f,Pearl 000854fe,"Restore Magicka, Resist Shock"
24867,Glow Dust 0003ad73,Moon Sugar 000d8e3f,Snowberries 0001b3bd,"Resist Frost, Resist Shock"
24868,Glow Dust 0003ad73,Mora Tapinella 000ec870,Pearl 000854fe,"Restore Magicka, Resist Shock"
24869,Glow Dust 0003ad73,Mudcrab Chitin 0006bc00,Pearl 000854fe,"Restore Stamina, Resist Shock"
24870,Glow Dust 0003ad73,Mudcrab Chitin 0006bc00,Pine Thrush Egg 00023d6f,"Restore Stamina, Resist Shock"
24871,Glow Dust 0003ad73,Mudcrab Chitin 0006bc00,Snowberries 0001b3bd,"Resist Shock, Resist Fire"
24872,Glow Dust 0003ad73,Mudcrab Chitin 0006bc00,Wisp Wrappings 0006bc0e,"Restore Stamina, Fortify Destruction"
24873,Glow Dust 0003ad73,Namira's Rot 0004da24,,Damage Magicka
24874,Glow Dust 0003ad73,Namira's Rot 0004da24,Netch JellyDB xx01cd72,"Fear, Damage Magicka"
24875,Glow Dust 0003ad73,Namira's Rot 0004da24,Nightshade 0002f44c,"Damage Magicka Regen, Fortify Destruction, Damage Magicka"
24876,Glow Dust 0003ad73,Namira's Rot 0004da24,Pearl 000854fe,"Resist Shock, Damage Magicka"
24877,Glow Dust 0003ad73,Namira's Rot 0004da24,Pine Thrush Egg 00023d6f,"Resist Shock, Fortify Lockpicking, Damage Magicka"
24878,Glow Dust 0003ad73,Namira's Rot 0004da24,Poison BloomDG xx0185fb,"Fear, Damage Magicka"
24879,Glow Dust 0003ad73,Namira's Rot 0004da24,Powdered Mammoth Tusk 0006bc10,"Fear, Damage Magicka"
24880,Glow Dust 0003ad73,Namira's Rot 0004da24,Snowberries 0001b3bd,"Resist Shock, Damage Magicka"
24881,Glow Dust 0003ad73,Namira's Rot 0004da24,Spider Egg 0009151b,"Damage Magicka Regen, Fortify Lockpicking, Damage Magicka"
24882,Glow Dust 0003ad73,Namira's Rot 0004da24,Spriggan Sap 00063b5f,"Damage Magicka Regen, Damage Magicka"
24883,Glow Dust 0003ad73,Namira's Rot 0004da24,Swamp Fungal Pod 0007e8b7,"Resist Shock, Damage Magicka"
24884,Glow Dust 0003ad73,Namira's Rot 0004da24,Vampire Dust 0003ad76,"Regenerate Health, Damage Magicka"
24885,Glow Dust 0003ad73,Namira's Rot 0004da24,Wisp Wrappings 0006bc0e,"Fortify Destruction, Damage Magicka"
24886,Glow Dust 0003ad73,Netch JellyDB xx01cd72,Pearl 000854fe,"Restore Stamina, Resist Shock"
24887,Glow Dust 0003ad73,Netch JellyDB xx01cd72,Pine Thrush Egg 00023d6f,"Restore Stamina, Resist Shock"
24888,Glow Dust 0003ad73,Netch JellyDB xx01cd72,Swamp Fungal Pod 0007e8b7,"Paralysis, Resist Shock"
24889,Glow Dust 0003ad73,Netch JellyDB xx01cd72,Trama RootDB xx017008,"Fortify Carry Weight, Damage Magicka"
24890,Glow Dust 0003ad73,Netch JellyDB xx01cd72,Wisp Wrappings 0006bc0e,"Fortify Carry Weight, Restore Stamina, Fortify Destruction"
24891,Glow Dust 0003ad73,Nightshade 0002f44c,,"Damage Magicka Regen, Fortify Destruction"
24892,Glow Dust 0003ad73,Nightshade 0002f44c,Nirnroot 00059b86,"Damage Health, Damage Magicka Regen, Fortify Destruction"
24893,Glow Dust 0003ad73,Nightshade 0002f44c,Nordic Barnacle 0007edf5,"Damage Magicka Regen, Fortify Destruction, Damage Magicka"
24894,Glow Dust 0003ad73,Nightshade 0002f44c,Pearl 000854fe,"Damage Magicka Regen, Resist Shock, Fortify Destruction"
24895,Glow Dust 0003ad73,Nightshade 0002f44c,Pine Thrush Egg 00023d6f,"Damage Magicka Regen, Resist Shock, Fortify Destruction"
24896,Glow Dust 0003ad73,Nightshade 0002f44c,Poison BloomDG xx0185fb,"Damage Health, Damage Magicka Regen, Fortify Destruction"
24897,Glow Dust 0003ad73,Nightshade 0002f44c,Red Mountain Flower 00077e1d,"Damage Health, Damage Magicka Regen, Fortify Destruction"
24898,Glow Dust 0003ad73,Nightshade 0002f44c,River Betty 00106e1a,"Damage Health, Damage Magicka Regen, Fortify Destruction"
24899,Glow Dust 0003ad73,Nightshade 0002f44c,Skeever Tail 0003ad6f,"Damage Health, Damage Magicka Regen, Fortify Destruction"
24900,Glow Dust 0003ad73,Nightshade 0002f44c,Small Antlers 0006bc0b,"Damage Health, Damage Magicka Regen, Lingering Damage Stamina, Fortify Destruction"
24901,Glow Dust 0003ad73,Nightshade 0002f44c,Snowberries 0001b3bd,"Damage Magicka Regen, Resist Shock, Fortify Destruction"
24902,Glow Dust 0003ad73,Nightshade 0002f44c,Swamp Fungal Pod 0007e8b7,"Damage Magicka Regen, Resist Shock, Fortify Destruction"
24903,Glow Dust 0003ad73,Nightshade 0002f44c,Trama RootDB xx017008,"Damage Magicka Regen, Fortify Destruction, Damage Magicka"
24904,Glow Dust 0003ad73,Nightshade 0002f44c,Troll Fat 0003ad72,"Damage Health, Damage Magicka Regen, Fortify Destruction"
24905,Glow Dust 0003ad73,Nightshade 0002f44c,Void Salts 0003ad60,"Damage Health, Damage Magicka Regen, Fortify Destruction"
24906,Glow Dust 0003ad73,Nirnroot 00059b86,Spider Egg 0009151b,"Damage Magicka Regen, Damage Stamina"
24907,Glow Dust 0003ad73,Nirnroot 00059b86,Wisp Wrappings 0006bc0e,"Fortify Destruction, Resist Magic"
24908,Glow Dust 0003ad73,Nordic Barnacle 0007edf5,,Damage Magicka
24909,Glow Dust 0003ad73,Nordic Barnacle 0007edf5,Orange Dartwing 000bb956,"Fortify Pickpocket, Damage Magicka"
24910,Glow Dust 0003ad73,Nordic Barnacle 0007edf5,Pearl 000854fe,"Resist Shock, Damage Magicka"
24911,Glow Dust 0003ad73,Nordic Barnacle 0007edf5,Pine Thrush Egg 00023d6f,"Resist Shock, Damage Magicka"
24912,Glow Dust 0003ad73,Nordic Barnacle 0007edf5,Salmon RoeHF xx003545,"Waterbreathing, Damage Magicka"
24913,Glow Dust 0003ad73,Nordic Barnacle 0007edf5,Slaughterfish Egg 0007e8c5,"Fortify Pickpocket, Damage Magicka"
24914,Glow Dust 0003ad73,Nordic Barnacle 0007edf5,Snowberries 0001b3bd,"Resist Shock, Damage Magicka"
24915,Glow Dust 0003ad73,Nordic Barnacle 0007edf5,Spider Egg 0009151b,"Damage Magicka Regen, Damage Magicka"
24916,Glow Dust 0003ad73,Nordic Barnacle 0007edf5,Spriggan Sap 00063b5f,"Damage Magicka Regen, Damage Magicka"
24917,Glow Dust 0003ad73,Nordic Barnacle 0007edf5,Swamp Fungal Pod 0007e8b7,"Resist Shock, Damage Magicka"
24918,Glow Dust 0003ad73,Nordic Barnacle 0007edf5,Vampire Dust 0003ad76,"Regenerate Health, Damage Magicka"
24919,Glow Dust 0003ad73,Nordic Barnacle 0007edf5,Wisp Wrappings 0006bc0e,"Fortify Destruction, Damage Magicka"
24920,Glow Dust 0003ad73,Orange Dartwing 000bb956,Pearl 000854fe,"Restore Stamina, Resist Shock"
24921,Glow Dust 0003ad73,Orange Dartwing 000bb956,Pine Thrush Egg 00023d6f,"Restore Stamina, Resist Shock"
24922,Glow Dust 0003ad73,Orange Dartwing 000bb956,Wisp Wrappings 0006bc0e,"Restore Stamina, Fortify Destruction"
24923,Glow Dust 0003ad73,Pearl 000854fe,,Resist Shock
24924,Glow Dust 0003ad73,Pearl 000854fe,Powdered Mammoth Tusk 0006bc10,"Restore Stamina, Resist Shock"
24925,Glow Dust 0003ad73,Pearl 000854fe,Purple Mountain Flower 00077e1e,"Restore Stamina, Resist Shock"
24926,Glow Dust 0003ad73,Pearl 000854fe,Red Mountain Flower 00077e1d,"Restore Magicka, Resist Shock"
24927,Glow Dust 0003ad73,Pearl 000854fe,Sabre Cat Tooth 0006bc04,"Restore Stamina, Resist Shock"
24928,Glow Dust 0003ad73,Pearl 000854fe,Salmon RoeHF xx003545,"Restore Stamina, Resist Shock"
24929,Glow Dust 0003ad73,Pearl 000854fe,Silverside Perch 00106e1c,"Restore Stamina, Resist Shock"
24930,Glow Dust 0003ad73,Pearl 000854fe,Slaughterfish Scales 0003ad70,"Fortify Block, Resist Shock"
24931,Glow Dust 0003ad73,Pearl 000854fe,Small Pearl 00085500,"Restore Stamina, Resist Shock"
24932,Glow Dust 0003ad73,Pearl 000854fe,Spider Egg 0009151b,"Damage Magicka Regen, Resist Shock"
24933,Glow Dust 0003ad73,Pearl 000854fe,Spriggan Sap 00063b5f,"Damage Magicka Regen, Resist Shock"
24934,Glow Dust 0003ad73,Pearl 000854fe,Taproot 0003ad71,"Restore Magicka, Resist Shock"
24935,Glow Dust 0003ad73,Pearl 000854fe,Torchbug Thorax 0004da73,"Restore Stamina, Resist Shock"
24936,Glow Dust 0003ad73,Pearl 000854fe,Trama RootDB xx017008,"Resist Shock, Damage Magicka"
24937,Glow Dust 0003ad73,Pearl 000854fe,Tundra Cotton 0003f7f8,"Fortify Block, Resist Shock"
24938,Glow Dust 0003ad73,Pearl 000854fe,Vampire Dust 0003ad76,"Restore Magicka, Resist Shock"
24939,Glow Dust 0003ad73,Pearl 000854fe,White Cap 0004da22,"Restore Magicka, Resist Shock"
24940,Glow Dust 0003ad73,Pearl 000854fe,Wisp Wrappings 0006bc0e,"Restore Stamina, Resist Shock, Fortify Destruction"
24941,Glow Dust 0003ad73,Pine Thrush Egg 00023d6f,,Resist Shock
24942,Glow Dust 0003ad73,Pine Thrush Egg 00023d6f,Powdered Mammoth Tusk 0006bc10,"Restore Stamina, Resist Shock"
24943,Glow Dust 0003ad73,Pine Thrush Egg 00023d6f,Purple Mountain Flower 00077e1e,"Restore Stamina, Resist Shock"
24944,Glow Dust 0003ad73,Pine Thrush Egg 00023d6f,Sabre Cat Tooth 0006bc04,"Weakness to Poison, Restore Stamina, Resist Shock"
24945,Glow Dust 0003ad73,Pine Thrush Egg 00023d6f,Salmon RoeHF xx003545,"Restore Stamina, Resist Shock"
24946,Glow Dust 0003ad73,Pine Thrush Egg 00023d6f,Silverside Perch 00106e1c,"Restore Stamina, Resist Shock"
24947,Glow Dust 0003ad73,Pine Thrush Egg 00023d6f,Small Antlers 0006bc0b,"Weakness to Poison, Resist Shock"
24948,Glow Dust 0003ad73,Pine Thrush Egg 00023d6f,Small Pearl 00085500,"Restore Stamina, Resist Shock"
24949,Glow Dust 0003ad73,Pine Thrush Egg 00023d6f,Spider Egg 0009151b,"Damage Magicka Regen, Resist Shock, Fortify Lockpicking"
24950,Glow Dust 0003ad73,Pine Thrush Egg 00023d6f,Spriggan Sap 00063b5f,"Damage Magicka Regen, Resist Shock"
24951,Glow Dust 0003ad73,Pine Thrush Egg 00023d6f,Torchbug Thorax 0004da73,"Restore Stamina, Resist Shock"
24952,Glow Dust 0003ad73,Pine Thrush Egg 00023d6f,Trama RootDB xx017008,"Resist Shock, Damage Magicka"
24953,Glow Dust 0003ad73,Pine Thrush Egg 00023d6f,Wisp Wrappings 0006bc0e,"Restore Stamina, Resist Shock, Fortify Destruction"
24954,Glow Dust 0003ad73,Poison BloomDG xx0185fb,Trama RootDB xx017008,"Fortify Carry Weight, Damage Magicka, Slow"
24955,Glow Dust 0003ad73,Poison BloomDG xx0185fb,Wisp Wrappings 0006bc0e,"Fortify Carry Weight, Fortify Destruction"
24956,Glow Dust 0003ad73,Powdered Mammoth Tusk 0006bc10,Wisp Wrappings 0006bc0e,"Restore Stamina, Fortify Destruction"
24957,Glow Dust 0003ad73,Purple Mountain Flower 00077e1e,Snowberries 0001b3bd,"Resist Frost, Resist Shock"
24958,Glow Dust 0003ad73,Purple Mountain Flower 00077e1e,Swamp Fungal Pod 0007e8b7,"Resist Shock, Lingering Damage Magicka"
24959,Glow Dust 0003ad73,Purple Mountain Flower 00077e1e,Wisp Wrappings 0006bc0e,"Restore Stamina, Fortify Destruction"
24960,Glow Dust 0003ad73,River Betty 00106e1a,Spriggan Sap 00063b5f,"Damage Magicka Regen, Fortify Alteration"
24961,Glow Dust 0003ad73,River Betty 00106e1a,Trama RootDB xx017008,"Fortify Carry Weight, Damage Magicka, Slow"
24962,Glow Dust 0003ad73,River Betty 00106e1a,Wisp Wrappings 0006bc0e,"Fortify Carry Weight, Fortify Destruction"
24963,Glow Dust 0003ad73,Rock Warbler Egg 0007e8c8,Spider Egg 0009151b,"Damage Magicka Regen, Damage Stamina"
24964,Glow Dust 0003ad73,Rock Warbler Egg 0007e8c8,Swamp Fungal Pod 0007e8b7,"Restore Health, Resist Shock"
24965,Glow Dust 0003ad73,Sabre Cat Tooth 0006bc04,Spriggan Sap 00063b5f,"Fortify Smithing, Damage Magicka Regen"
24966,Glow Dust 0003ad73,Sabre Cat Tooth 0006bc04,Wisp Wrappings 0006bc0e,"Restore Stamina, Fortify Destruction"
24967,Glow Dust 0003ad73,Salmon RoeHF xx003545,Wisp Wrappings 0006bc0e,"Restore Stamina, Fortify Destruction"
24968,Glow Dust 0003ad73,Salt Pile 00074a19,Trama RootDB xx017008,"Damage Magicka, Slow"
24969,Glow Dust 0003ad73,Scaly Pholiota 0006f950,Trama RootDB xx017008,"Fortify Carry Weight, Damage Magicka"
24970,Glow Dust 0003ad73,Scaly Pholiota 0006f950,Wisp Wrappings 0006bc0e,"Fortify Carry Weight, Fortify Destruction"
24971,Glow Dust 0003ad73,Silverside Perch 00106e1c,Snowberries 0001b3bd,"Resist Frost, Resist Shock"
24972,Glow Dust 0003ad73,Silverside Perch 00106e1c,Wisp Wrappings 0006bc0e,"Restore Stamina, Fortify Destruction"
24973,Glow Dust 0003ad73,Slaughterfish Scales 0003ad70,Snowberries 0001b3bd,"Resist Frost, Resist Shock"
24974,Glow Dust 0003ad73,Small Pearl 00085500,Snowberries 0001b3bd,"Resist Frost, Resist Shock"
24975,Glow Dust 0003ad73,Small Pearl 00085500,Wisp Wrappings 0006bc0e,"Restore Stamina, Fortify Destruction"
24976,Glow Dust 0003ad73,Snowberries 0001b3bd,,Resist Shock
24977,Glow Dust 0003ad73,Snowberries 0001b3bd,Spawn AshDB xx01cd6d,"Resist Shock, Fortify Enchanting, Resist Fire"
24978,Glow Dust 0003ad73,Snowberries 0001b3bd,Spider Egg 0009151b,"Damage Magicka Regen, Resist Shock"
24979,Glow Dust 0003ad73,Snowberries 0001b3bd,Spriggan Sap 00063b5f,"Damage Magicka Regen, Resist Shock, Fortify Enchanting"
24980,Glow Dust 0003ad73,Snowberries 0001b3bd,Thistle Branch 000134aa,"Resist Frost, Resist Shock"
24981,Glow Dust 0003ad73,Snowberries 0001b3bd,Trama RootDB xx017008,"Resist Shock, Damage Magicka"
24982,Glow Dust 0003ad73,Snowberries 0001b3bd,Wisp Wrappings 0006bc0e,"Resist Shock, Fortify Destruction"
24983,Glow Dust 0003ad73,Spawn AshDB xx01cd6d,Spriggan Sap 00063b5f,"Damage Magicka Regen, Fortify Enchanting"
24984,Glow Dust 0003ad73,Spider Egg 0009151b,,Damage Magicka Regen
24985,Glow Dust 0003ad73,Spider Egg 0009151b,Swamp Fungal Pod 0007e8b7,"Damage Magicka Regen, Resist Shock"
24986,Glow Dust 0003ad73,Spider Egg 0009151b,Trama RootDB xx017008,"Damage Magicka Regen, Damage Magicka"
24987,Glow Dust 0003ad73,Spider Egg 0009151b,Wisp Wrappings 0006bc0e,"Damage Magicka Regen, Fortify Destruction"
24988,Glow Dust 0003ad73,Spriggan Sap 00063b5f,,Damage Magicka Regen
24989,Glow Dust 0003ad73,Spriggan Sap 00063b5f,Swamp Fungal Pod 0007e8b7,"Damage Magicka Regen, Resist Shock"
24990,Glow Dust 0003ad73,Spriggan Sap 00063b5f,Trama RootDB xx017008,"Damage Magicka Regen, Damage Magicka"
24991,Glow Dust 0003ad73,Spriggan Sap 00063b5f,Wisp Wrappings 0006bc0e,"Damage Magicka Regen, Fortify Destruction"
24992,Glow Dust 0003ad73,Swamp Fungal Pod 0007e8b7,,Resist Shock
24993,Glow Dust 0003ad73,Swamp Fungal Pod 0007e8b7,Torchbug Thorax 0004da73,"Resist Shock, Lingering Damage Magicka"
24994,Glow Dust 0003ad73,Swamp Fungal Pod 0007e8b7,Trama RootDB xx017008,"Resist Shock, Damage Magicka"
24995,Glow Dust 0003ad73,Swamp Fungal Pod 0007e8b7,Wheat 0004b0ba,"Restore Health, Resist Shock, Lingering Damage Magicka"
24996,Glow Dust 0003ad73,Swamp Fungal Pod 0007e8b7,Wisp Wrappings 0006bc0e,"Resist Shock, Fortify Destruction"
24997,Glow Dust 0003ad73,Torchbug Thorax 0004da73,Wisp Wrappings 0006bc0e,"Restore Stamina, Fortify Destruction"
24998,Glow Dust 0003ad73,Trama RootDB xx017008,,Damage Magicka
24999,Glow Dust 0003ad73,Trama RootDB xx017008,Void Salts 0003ad60,"Weakness to Shock, Damage Magicka"
25000,Glow Dust 0003ad73,Trama RootDB xx017008,Wisp Wrappings 0006bc0e,"Fortify Carry Weight, Fortify Destruction, Damage Magicka"
25001,Glow Dust 0003ad73,Tundra Cotton 0003f7f8,Wisp Wrappings 0006bc0e,"Fortify Destruction, Resist Magic"
25002,Glow Dust 0003ad73,Void Salts 0003ad60,Wisp Wrappings 0006bc0e,"Fortify Destruction, Resist Magic"
25003,Glow Dust 0003ad73,Wisp Wrappings 0006bc0e,,Fortify Destruction
25004,Glowing Mushroom 0007ee01,Grass Pod 00083e64,Pearl 000854fe,"Restore Magicka, Resist Shock"
25005,Glowing Mushroom 0007ee01,Grass Pod 00083e64,Spriggan Sap 00063b5f,"Fortify Smithing, Fortify Alteration"
25006,Glowing Mushroom 0007ee01,Grass Pod 00083e64,Yellow Mountain FlowerDG xx002a78,"Resist Poison, Fortify Health"
25007,Glowing Mushroom 0007ee01,Hagraven Claw 0006b689,Snowberries 0001b3bd,"Resist Shock, Fortify Enchanting"
25008,Glowing Mushroom 0007ee01,Hagraven Claw 0006b689,Spriggan Sap 00063b5f,"Fortify Smithing, Fortify Enchanting"
25009,Glowing Mushroom 0007ee01,Hagraven Claw 0006b689,Swamp Fungal Pod 0007e8b7,"Resist Shock, Lingering Damage Magicka"
25010,Glowing Mushroom 0007ee01,Hagraven Claw 0006b689,Wheat 0004b0ba,"Fortify Health, Lingering Damage Magicka"
25011,Glowing Mushroom 0007ee01,Hagraven Claw 0006b689,Wisp Wrappings 0006bc0e,"Fortify Destruction, Resist Magic"
25012,Glowing Mushroom 0007ee01,Hagraven Feathers 0003ad66,Hanging Moss 00057f91,"Fortify Health, Damage Magicka"
25013,Glowing Mushroom 0007ee01,Hanging Moss 00057f91,,Fortify Health
25014,Glowing Mushroom 0007ee01,Hanging Moss 00057f91,Hawk Beak 000e7ebc,"Fortify Health, Resist Shock"
25015,Glowing Mushroom 0007ee01,Hanging Moss 00057f91,Hawk Feathers 000e7ed0,"Fortify Health, Fortify One-handed"
25016,Glowing Mushroom 0007ee01,Hanging Moss 00057f91,Hawk's EggHF xx00f1cc,"Damage Magicka Regen, Fortify Health"
25017,Glowing Mushroom 0007ee01,Hanging Moss 00057f91,Human Heart 000b18cd,"Damage Magicka Regen, Fortify Health, Damage Magicka"
25018,Glowing Mushroom 0007ee01,Hanging Moss 00057f91,Luna Moth Wing 000727df,"Fortify Health, Damage Magicka"
25019,Glowing Mushroom 0007ee01,Hanging Moss 00057f91,Namira's Rot 0004da24,"Fortify Health, Damage Magicka"
25020,Glowing Mushroom 0007ee01,Hanging Moss 00057f91,Nightshade 0002f44c,"Damage Magicka Regen, Fortify Health, Fortify Destruction"
25021,Glowing Mushroom 0007ee01,Hanging Moss 00057f91,Nordic Barnacle 0007edf5,"Fortify Health, Damage Magicka"
25022,Glowing Mushroom 0007ee01,Hanging Moss 00057f91,Pearl 000854fe,"Fortify Health, Resist Shock"
25023,Glowing Mushroom 0007ee01,Hanging Moss 00057f91,Pine Thrush Egg 00023d6f,"Fortify Health, Resist Shock"
25024,Glowing Mushroom 0007ee01,Hanging Moss 00057f91,Rock Warbler Egg 0007e8c8,"Fortify Health, Fortify One-handed"
25025,Glowing Mushroom 0007ee01,Hanging Moss 00057f91,Sabre Cat Tooth 0006bc04,"Fortify Smithing, Fortify Health"
25026,Glowing Mushroom 0007ee01,Hanging Moss 00057f91,Small Pearl 00085500,"Fortify Health, Fortify One-handed"
25027,Glowing Mushroom 0007ee01,Hanging Moss 00057f91,Snowberries 0001b3bd,"Fortify Health, Resist Shock"
25028,Glowing Mushroom 0007ee01,Hanging Moss 00057f91,Spider Egg 0009151b,"Damage Magicka Regen, Fortify Health"
25029,Glowing Mushroom 0007ee01,Hanging Moss 00057f91,Spriggan Sap 00063b5f,"Fortify Smithing, Damage Magicka Regen, Fortify Health"
25030,Glowing Mushroom 0007ee01,Hanging Moss 00057f91,Swamp Fungal Pod 0007e8b7,"Fortify Health, Resist Shock"
25031,Glowing Mushroom 0007ee01,Hanging Moss 00057f91,Trama RootDB xx017008,"Fortify Health, Damage Magicka"
25032,Glowing Mushroom 0007ee01,Hanging Moss 00057f91,Wisp Wrappings 0006bc0e,"Fortify Health, Fortify Destruction"
25033,Glowing Mushroom 0007ee01,Hawk Beak 000e7ebc,,Resist Shock
25034,Glowing Mushroom 0007ee01,Hawk Beak 000e7ebc,Histcarp 00106e18,"Restore Stamina, Resist Shock"
25035,Glowing Mushroom 0007ee01,Hawk Beak 000e7ebc,Honeycomb 000b08c5,"Restore Stamina, Resist Shock"
25036,Glowing Mushroom 0007ee01,Hawk Beak 000e7ebc,Large Antlers 0006bc0a,"Restore Stamina, Resist Shock"
25037,Glowing Mushroom 0007ee01,Hawk Beak 000e7ebc,Moon Sugar 000d8e3f,"Resist Frost, Resist Shock"
25038,Glowing Mushroom 0007ee01,Hawk Beak 000e7ebc,Mudcrab Chitin 0006bc00,"Restore Stamina, Resist Shock"
25039,Glowing Mushroom 0007ee01,Hawk Beak 000e7ebc,Netch JellyDB xx01cd72,"Fortify Carry Weight, Restore Stamina, Resist Shock"
25040,Glowing Mushroom 0007ee01,Hawk Beak 000e7ebc,Nightshade 0002f44c,"Resist Shock, Fortify Destruction"
25041,Glowing Mushroom 0007ee01,Hawk Beak 000e7ebc,Orange Dartwing 000bb956,"Restore Stamina, Resist Shock"
25042,Glowing Mushroom 0007ee01,Hawk Beak 000e7ebc,Poison BloomDG xx0185fb,"Fortify Carry Weight, Resist Shock"
25043,Glowing Mushroom 0007ee01,Hawk Beak 000e7ebc,Powdered Mammoth Tusk 0006bc10,"Restore Stamina, Resist Shock"
25044,Glowing Mushroom 0007ee01,Hawk Beak 000e7ebc,Purple Mountain Flower 00077e1e,"Resist Frost, Restore Stamina, Resist Shock"
25045,Glowing Mushroom 0007ee01,Hawk Beak 000e7ebc,River Betty 00106e1a,"Fortify Carry Weight, Resist Shock"
